Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos,,
;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;;;;;nulos;10,,
;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;;;;;comando;0,,
;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;;;;;blancos;7,,
;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;50;185;1;ALFREDO BRAVO;positivo;3,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;4,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;41,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;502;188;1;SIGAMOS CRECIENDO;positivo;82,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;1,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;6,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;504;190;3;ROJO,BLANCO Y MORADO;positivo;3,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;7
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;00031;16;7;00351X;Ñorquinco;504;190;2;ROJA,BLANCA Y ROJA;positivo;13,
;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;;;;;nulos;0,,
;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;;;;;comando;0,,
;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;;;;;blancos;0,,
;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;50;185;1;ALFREDO BRAVO;positivo;0,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;2,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;11,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;502;188;1;SIGAMOS CRECIENDO;positivo;7,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;0,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;0,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;504;190;3;ROJO,BLANCO Y MORADO;positivo;0,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;0
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00075;Río Negro;ESC. SECUNDARIA DE RIO NEGRO N 110;12-09-2021 22:20;3;0031A;16;7;00352X;Ñorquinco;504;190;2;ROJA,BLANCA Y ROJA;positivo;0,
;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;;;;;nulos;0,,
;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;;;;;comando;0,,
;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;;;;;blancos;1,,
;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;50;185;1;ALFREDO BRAVO;positivo;0,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;0,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;8,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;502;188;1;SIGAMOS CRECIENDO;positivo;2,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;1,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;0,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;504;190;3;ROJO,BLANCO Y MORADO;positivo;0,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;1
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00076;Río Negro;EX PUESTO SANITARIO;12-09-2021 22:18;3;0031B;16;7;00353X;Ñorquinco;504;190;2;ROJA,BLANCA Y ROJA;positivo;1,
;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;;;;;nulos;0,,
;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;;;;;comando;0,,
;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;;;;;blancos;0,,
;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;50;185;1;ALFREDO BRAVO;positivo;0,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;1,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;12,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;502;188;1;SIGAMOS CRECIENDO;positivo;3,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;1,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;0,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;504;190;3;ROJO,BLANCO Y MORADO;positivo;0,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;0
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00077;Río Negro;DESTACAMENTO POLICIAL N 136;12-09-2021 20:28;3;00032;16;7;00354X;Ñorquinco;504;190;2;ROJA,BLANCA Y ROJA;positivo;2,
;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;;;;;nulos;0,,
;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;;;;;comando;0,,
;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;;;;;blancos;2,,
;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;50;185;1;ALFREDO BRAVO;positivo;0,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;1,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;11,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;502;188;1;SIGAMOS CRECIENDO;positivo;17,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;1,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;0,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;504;190;3;ROJO,BLANCO Y MORADO;positivo;1,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;1
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00078;Río Negro;ESCUELA PRIMARIA N 65;12-09-2021 20:29;3;00033;16;7;00355X;Ñorquinco;504;190;2;ROJA,BLANCA Y ROJA;positivo;1,
;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;;;;;nulos;4,,
;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;;;;;comando;0,,
;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;;;;;blancos;1,,
;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;50;185;1;ALFREDO BRAVO;positivo;1,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;1,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;38,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;502;188;1;SIGAMOS CRECIENDO;positivo;49,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;1,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;1,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;504;190;3;ROJO,BLANCO Y MORADO;positivo;2,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;4
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00356X;Ñorquinco;504;190;2;ROJA,BLANCA Y ROJA;positivo;2,
;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;;;;;nulos;3,,
;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;;;;;comando;0,,
;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;;;;;blancos;3,,
;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;50;185;1;ALFREDO BRAVO;positivo;4,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;1,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;46,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;502;188;1;SIGAMOS CRECIENDO;positivo;36,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;0,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;2,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;504;190;3;ROJO,BLANCO Y MORADO;positivo;3,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;8
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00079;Río Negro;ESCUELA PRIMARIA N 163;12-09-2021 22:25;3;00034;16;7;00357X;Ñorquinco;504;190;2;ROJA,BLANCA Y ROJA;positivo;5,
;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;;;;;nulos;6,,
;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;;;;;comando;0,,
;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;;;;;blancos;4,,
;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;50;185;1;ALFREDO BRAVO;positivo;2,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;1,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;34,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;502;188;1;SIGAMOS CRECIENDO;positivo;58,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;0,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;503;189;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;2,,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;504;190;3;ROJO,BLANCO Y MORADO;positivo;1,
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;504;190;1;AMARILLA,AZUL,VERDE Y ROJA;positivo;3
JUNTOS POR EL CAMBIO;DIPUTADOS NACIONALES;00080;Río Negro;ESCUELA HOGAR N 113;12-09-2021 22:48;3;00035;16;7;00358X;Ñorquinco;504;190;2;ROJA,BLANCA Y ROJA;positivo;7,
;DIPUTADOS NACIONALES;00081;Río Negro;ESCUELA PRIMARIA N 269;12-09-2021 20:03;3;00036;16;8;00359X;Pilcaniyeu;;;;;nulos;2,,
;DIPUTADOS NACIONALES;00081;Río Negro;ESCUELA PRIMARIA N 269;12-09-2021 20:03;3;00036;16;8;00359X;Pilcaniyeu;;;;;recurridos;0,,
;DIPUTADOS NACIONALES;00081;Río Negro;ESCUELA PRIMARIA N 269;12-09-2021 20:03;3;00036;16;8;00359X;Pilcaniyeu;;;;;comando;0,,
;DIPUTADOS NACIONALES;00081;Río Negro;ESCUELA PRIMARIA N 269;12-09-2021 20:03;3;00036;16;8;00359X;Pilcaniyeu;;;;;blancos;2,,
;DIPUTADOS NACIONALES;00081;Río Negro;ESCUELA PRIMARIA N 269;12-09-2021 20:03;3;00036;16;8;00359X;Pilcaniyeu;;;;;impugnados;0,,
SOCIALISTA;DIPUTADOS NACIONALES;00081;Río Negro;ESCUELA PRIMARIA N 269;12-09-2021 20:03;3;00036;16;8;00359X;Pilcaniyeu;50;185;1;ALFREDO BRAVO;positivo;2,,
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00081;Río Negro;ESCUELA PRIMARIA N 269;12-09-2021 20:03;3;00036;16;8;00359X;Pilcaniyeu;165;186;1;PARA RENOVAR A LA IZQUIERDA;positivo;4,,
FRENTE DE TODOS;DIPUTADOS NACIONALES;00081;Río Negro;ESCUELA PRIMARIA N 269;12-09-2021 20:03;3;00036;16;8;00359X;Pilcaniyeu;501;187;1;UNIDAD AZUL,CELESTE Y BLANCA;positivo;42,
JUNTOS SOMOS RIO NEGRO;DIPUTADOS NACIONALES;00081;Río Negro;ESCUELA PRIMARIA N 269;12-09-2021 20:03;3;00036;16;8;00359X;Pilcaniyeu;502;188;1;SIGAMOS CRECIENDO;positivo;116,,
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00081;Río Negro;ESCUELA PRIMARIA N 269;12-09-2021 20:03;3;00036;16;8;00359X;Pilcaniyeu;503;189;2;UNIDAD DE LA IZQUIERDA;positivo;6,,
