Agrupacion;Cargo;Codigo;Distrito;Establecimiento;Fecha;IdCargo;IdCircuito;IdDistrito;IdSeccion;Mesa;Seccion;idAgrupacion;idAgrupacionInt;idLista;lista;tipoVoto;votos
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;;;;;comando;0
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;;;;;blancos;2
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;;;;;impugnados;0
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;172;211;1;PARA RENOVAR A LA IZQUIERDA;positivo;2
SOMOS ENERGÍA PARA RENOVAR SANTA CRUZ -SER-;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;182;212;1;UNIDOS;positivo;58
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;501;213;5;SANTA CRUZ NOS UNE;positivo;1
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;501;213;3;FUTURO SANTA CRUZ;positivo;3
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;501;213;6;TU VOZ EN EL CONGRESO;positivo;6
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;501;213;2;EVOLUCIÓN SANTA CRUZ;positivo;7
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;501;213;4;JUNTOS POR SANTA CRUZ;positivo;20
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;501;213;1;CON VOS;positivo;10
FRENTE DE TODOS;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;502;214;1;ACUERDO SANTACRUCEÑO;positivo;30
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;503;215;2;UNIDAD DE LA IZQUIERDA;positivo;24
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:36;3;00003;20;1;00183X;Deseado;503;215;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;12
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;;;;;nulos;11
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;;;;;recurridos;0
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;;;;;comando;0
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;;;;;blancos;5
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;;;;;impugnados;0
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;172;211;1;PARA RENOVAR A LA IZQUIERDA;positivo;3
SOMOS ENERGÍA PARA RENOVAR SANTA CRUZ -SER-;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;182;212;1;UNIDOS;positivo;58
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;501;213;5;SANTA CRUZ NOS UNE;positivo;1
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;501;213;3;FUTURO SANTA CRUZ;positivo;3
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;501;213;6;TU VOZ EN EL CONGRESO;positivo;5
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;501;213;2;EVOLUCIÓN SANTA CRUZ;positivo;7
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;501;213;4;JUNTOS POR SANTA CRUZ;positivo;9
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;501;213;1;CON VOS;positivo;7
FRENTE DE TODOS;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;502;214;1;ACUERDO SANTACRUCEÑO;positivo;38
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;503;215;2;UNIDAD DE LA IZQUIERDA;positivo;22
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:40;3;00003;20;1;00184X;Deseado;503;215;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;8
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;;;;;nulos;13
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;;;;;recurridos;0
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;;;;;comando;0
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;;;;;blancos;3
;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;;;;;impugnados;0
MOVIMIENTO AL SOCIALISMO;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;172;211;1;PARA RENOVAR A LA IZQUIERDA;positivo;3
SOMOS ENERGÍA PARA RENOVAR SANTA CRUZ -SER-;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;182;212;1;UNIDOS;positivo;74
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;501;213;5;SANTA CRUZ NOS UNE;positivo;4
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;501;213;3;FUTURO SANTA CRUZ;positivo;5
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;501;213;6;TU VOZ EN EL CONGRESO;positivo;6
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;501;213;2;EVOLUCIÓN SANTA CRUZ;positivo;7
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;501;213;4;JUNTOS POR SANTA CRUZ;positivo;13
CAMBIA SANTA CRUZ;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;501;213;1;CON VOS;positivo;7
FRENTE DE TODOS;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;502;214;1;ACUERDO SANTACRUCEÑO;positivo;43
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;503;215;2;UNIDAD DE LA IZQUIERDA;positivo;5
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;DIPUTADOS NACIONALES;00024;Santa Cruz;COLEGIO SEC. Nº 6 NICOLAS AVELLANEDA;12-09-2021 20:37;3;00003;20;1;00185X;Deseado;503;215;1;(R)EVOLUCIONEMOS LA IZQUIERDA;positivo;8
